Label,ZCR Mean,ZCR Median,ZCR Std Dev,ZCR Kurtosis,ZCR Skew,RMSE,RMSE Median,RMSE Std Dev,RMSE Kurtosis,RMSE Skew
YAF_sad,0.20104861953883496,0.05419921875,0.246853655885471,-0.3949402601267744,1.0954455010929265,0.001919746562415921,0.00028836296,0.0040524458,18.925496454622795,3.8851132550875827
YAF_sad,0.1826171875,0.046875,0.24518866373528486,0.03787590936690721,1.3206266888494793,0.0025262253134680375,0.00027540312,0.005935277,28.021586704557052,4.589745885793259
YAF_sad,0.13966294090346534,0.04345703125,0.19569381451318138,3.5129253392052044,2.1508041334599772,0.0019610555744308854,0.00021058583,0.0043036914,15.477900154167891,3.595385449356877
YAF_sad,0.13038126627604166,0.031982421875,0.2239111286416985,3.041670498905905,2.149263334373584,0.0015115859677250377,0.000326228,0.0032283175,25.953508161429703,4.361503238317572
YAF_sad,0.13416883680555555,0.03564453125,0.2149145733587001,3.0563439061304454,2.1095837740815653,0.0020980901609211375,0.0004014679,0.0043625487,20.997073375420864,4.03132210202694
YAF_sad,0.19627426609848486,0.04248046875,0.2598657822852733,-0.20730117521113023,1.2267777962403847,0.001627371541948967,0.00021444327,0.0035517525,22.894697522691057,4.177755893862364
YAF_sad,0.22249192457932693,0.055419921875,0.2610905340460238,-0.8219303890607508,0.918951930007369,0.0015219678629252219,0.00024846048,0.0035106887,27.593489435208447,4.633976093566283
YAF_sad,0.15404803936298078,0.04345703125,0.22332766425692294,2.489343577105674,1.9501585386360636,0.0016951355851805236,0.0002886182,0.0035594907,17.648011205858474,3.7824958825726256
YAF_sad,0.1018978851010101,0.033203125,0.1878081290822912,5.820667768147697,2.693269628372594,0.00546986887860857,0.0009823187,0.011634669,34.28712397922628,4.722478574175921
YAF_sad,0.20210976175742573,0.052734375,0.2658533454137631,-0.2957551219627086,1.2114033725755784,0.001581148979144123,0.00024747767,0.0035306672,30.82579161670445,4.64895906468678
